instrument,stock_name,score,T_peak,peak_close,pre_peak_surge,bear_weeks,drawdown_ratio,trough_date,trough_close,drawdown_in_range,bear_duration_ok,base_start,base_end,base_weeks,vol_med_base,base_formed,trigger_week,trigger_recency_days,close_vs_ma120,close_vs_ma250,vr,launch_ma,launch_volume_vr,launch_volume_base,pre_trigger_big_days,quiet_pre_trigger,current_close_vs_ma20w,current_close_vs_ma120w,recent_3m_big_days,post_trigger_ret_pct,post_trigger_big_days,merge_sources,rank_4a,score_4a,rank_4b,score_4b,mode,date_start,close_start,date_end,close_end,ret
000001.SZ,平安银行,91,2022-01-21,15.27,False,100,0.4792,2024-01-19,7.952577174104755,True,True,2024-01-26,2024-09-20,34.0,563800513.0,True,2024-09-27,460,1.0543,,2.1453,True,True,True,0.0,True,0.994,1.1092,0,7.53,0.0,['4A'],116.0,91.0,,,,2025-12-31,11.409998769063128,2026-03-26,10.94,-4.12
300039.SZ,上海凯宝,94,2022-12-16,12.5,True,89,0.6052,2024-09-20,4.934452292744823,True,True,2024-11-01,2025-03-14,20.0,100595723.5,True,2025-04-03,272,1.003,,1.5926,True,True,True,1.0,True,0.9707,0.9897,0,-7.24,0.0,['4A'],55.0,94.0,,,,2025-12-31,6.029971912551056,2026-03-26,5.78,-4.15
000498.SZ,山东路桥,90,2022-07-15,9.98,True,109,0.5411,2024-09-13,4.579675907592589,True,True,2024-12-13,2025-07-18,32.0,53669364.0,True,2025-07-25,159,1.0618,,2.0268,True,True,True,0.0,True,0.9876,1.0826,0,0.82,0.0,['4A'],231.0,90.0,,,,2025-12-31,6.030125854799625,2026-03-26,5.78,-4.15
603617.SH,君禾股份,90,2022-08-12,11.48,False,105,0.5756,2024-09-13,4.871576170943791,True,True,,,,,False,2025-01-03,362,1.1241,,3.865,True,True,False,2.0,True,0.9569,1.0586,0,-13.97,7.0,['4A'],220.0,90.0,,,,2025-12-31,7.540048963249089,2026-03-26,7.22,-4.24
601236.SH,红塔证券,91,2019-09-12,15.67,False,142,0.6072,2024-07-05,6.1556702489880655,True,True,2024-11-22,2025-04-03,20.0,121806472.5,True,2025-05-16,229,1.1153,,3.7848,True,True,True,1.0,True,0.9338,1.0559,0,-2.77,0.0,['4A'],165.0,91.0,,,,2025-12-31,8.189688670945472,2026-03-26,7.84,-4.27
002352.SZ,顺丰控股,89,2022-01-07,65.29,True,104,0.512,2024-02-02,31.85970291926146,True,True,2024-05-17,2024-10-04,21.0,53772069.0,True,2024-11-01,425,1.0162,,1.9187,True,True,True,0.0,True,0.9517,0.981,0,-11.0,0.0,['4A'],250.0,89.0,,,,2025-12-31,38.31989135400065,2026-03-26,36.68,-4.28
300821.SZ,东岳硅材,67,,,False,125,0.6919,2024-08-23,,,,,,,,,2025-07-04,180,,,4.7488,True,,,,,1.0784,1.3845,5,33.72,,['4B'],,,69.0,67.0,4B_fresh_breakout,2025-12-31,11.660235301273122,2026-03-26,11.16,-4.29
002096.SZ,易普力,95,2022-02-11,14.81,True,92,0.4284,2023-12-08,8.464814064627554,True,True,2024-12-27,2025-05-30,23.0,38435905.0,True,2025-06-06,208,1.0619,,1.4119,True,True,False,0.0,True,0.9797,1.1329,0,10.65,3.0,['4A'],25.0,95.0,,,,2025-12-31,13.320008886390498,2026-03-26,12.74,-4.35
000538.SZ,云南白药,91,2022-01-14,66.39,False,103,0.3688,2024-02-02,41.90249678568325,True,True,2024-10-25,2025-04-03,24.0,42996235.5,True,2025-04-11,264,1.098,,1.9824,True,True,True,0.0,True,1.0008,1.0913,0,3.7,0.0,['4A'],147.0,91.0,,,,2025-12-31,56.76001551853615,2026-03-26,54.26,-4.4
002552.SZ,宝鼎科技,98,2019-11-15,28.81,True,144,0.6436,2024-09-20,10.266624663202824,True,True,,,,,False,2025-01-10,355,1.0333,,5.9347,True,True,False,4.0,False,1.0076,1.1697,1,9.61,6.0,['4A'],3.0,98.0,,,,2025-12-31,16.510116092168328,2026-03-26,15.75,-4.6
600235.SH,民丰特纸,91,2019-03-22,8.2,False,98,0.5096,2024-02-09,4.021549028472194,True,True,,,,,False,2024-10-04,453,1.0421,,0.7969,True,False,False,0.0,True,0.9919,1.1887,0,26.82,1.0,['4A'],123.0,91.0,,,,2025-12-31,6.799815097677662,2026-03-26,6.48,-4.7
600371.SH,万向德农,97,2022-12-30,13.61,True,86,0.5389,2024-09-13,6.275118013617329,True,True,,,,,False,2024-11-01,425,1.0065,,6.6467,True,True,False,2.0,True,0.9541,0.996,0,-8.22,5.0,['4A'],6.0,97.0,,,,2025-12-31,8.720011677346827,2026-03-26,8.31,-4.7
605358.SH,立昂微,74,,,False,73,0.687,2024-09-20,,,,,,,,,2025-09-19,103,,,1.4384,True,,,,,1.1153,1.3483,3,30.41,,['4B'],,,44.0,74.0,4B_fresh_breakout,2025-12-31,34.81988532608838,2026-03-26,33.17,-4.74
002330.SZ,得利斯,91,2022-01-21,11.66,True,130,0.6955,2024-08-23,3.5501479832637846,True,True,2024-12-27,2025-08-01,32.0,46907619.0,True,2025-08-08,145,1.054,,3.0937,True,True,True,1.0,True,0.9707,1.0464,1,-4.16,2.0,['4A'],214.0,91.0,,,,2025-12-31,4.839831219732458,2026-03-26,4.61,-4.75
300534.SZ,陇神戎发,94,2022-03-25,14.63,True,126,0.5213,2024-09-20,7.003591431663732,True,True,2024-11-01,2025-03-14,20.0,39028830.5,True,2025-04-03,272,1.0798,,3.0562,True,True,True,1.0,True,0.9447,1.0448,0,-2.98,1.0,['4A'],56.0,94.0,,,,2025-12-31,9.479918570503392,2026-03-26,9.02,-4.85
301303.SZ,真兰仪表,91,2023-02-24,18.9236,False,79,0.4703,2024-09-13,10.023860979450145,True,True,,,,,False,2025-06-20,194,1.0554,,2.0759,True,True,False,0.0,True,0.9501,1.1192,0,5.74,1.0,['4A'],185.0,91.0,,,,2025-12-31,15.140213682768337,2026-03-26,14.4,-4.89
002845.SZ,同兴达,91,2022-01-07,20.94,False,135,0.4796,2024-09-13,10.897374223684805,True,True,2024-11-15,2025-06-27,33.0,44274552.0,True,2025-07-04,180,1.0427,,2.0555,True,True,True,1.0,True,0.9748,0.9579,0,-8.99,0.0,['4A'],202.0,91.0,,,,2025-12-31,14.070071236277721,2026-03-26,13.37,-4.98
688180.SH,君实生物-U,91,2023-01-13,67.5,False,85,0.6496,2024-09-20,23.65,True,True,2024-10-25,2025-04-03,24.0,31802947.0,True,2025-06-13,201,1.0325,,3.4234,True,True,True,1.0,True,0.8567,1.0234,0,-5.32,1.0,['4A'],183.0,91.0,,,,2025-12-31,34.16,2026-03-26,32.46,-4.98
600059.SH,古越龙山,91,2022-01-07,11.63,False,135,0.3551,2024-09-13,7.500543295067898,True,True,2024-10-25,2025-03-28,23.0,47104818.0,True,2025-04-25,250,1.0118,,1.7598,True,True,True,0.0,True,0.9615,1.0315,0,1.56,1.0,['4A'],152.0,91.0,,,,2025-12-31,9.26004948789192,2026-03-26,8.78,-5.18
000915.SZ,华特达因,94,2022-11-18,43.58,True,92,0.5025,2024-09-13,21.68158822071307,True,True,2025-01-17,2025-05-30,20.0,23068915.0,True,2025-06-06,208,1.0577,,0.895,True,False,False,1.0,True,0.9991,1.1664,0,11.84,0.0,['4A'],64.0,94.0,,,,2025-12-31,33.03991303697562,2026-03-26,31.33,-5.18
601800.SH,中国交建,92,2019-04-12,12.42,False,79,0.5209,2022-10-28,5.95,True,True,2024-02-09,2024-08-30,29.0,229389553.0,True,2024-09-27,460,1.0253,,2.2991,True,True,True,1.0,True,0.9434,0.9557,0,-3.1,3.0,['4A'],77.0,92.0,,,,2025-12-31,8.122842595130551,2026-03-26,7.7,-5.21
600596.SH,新安股份,62,,,True,111,0.6977,2024-09-13,,,,,,,,,2025-07-18,166,,,1.2935,True,,,,,1.0537,1.3007,1,28.3,,['4B'],,,81.0,62.0,4B_fresh_breakout,2025-12-31,11.470019138856513,2026-03-26,10.84,-5.49
301258.SZ,富士莱,91,2022-08-26,51.26,False,104,0.6061,2024-09-20,20.19207243722055,True,True,,,,,False,2025-05-16,229,1.023,,3.3424,True,True,False,1.0,True,0.9542,1.1185,0,3.44,1.0,['4A'],164.0,91.0,,,,2025-12-31,32.499576028344705,2026-03-26,30.67,-5.63
002011.SZ,盾安环境,94,2022-07-29,19.2,True,96,0.488,2024-06-28,9.829956685253313,True,True,2024-06-28,2025-02-14,34.0,55081834.0,True,2025-02-21,313,1.088,,1.7452,True,True,True,0.0,True,0.9603,1.0725,0,-3.87,1.0,['4A'],50.0,94.0,,,,2025-12-31,12.680037655134287,2026-03-26,11.96,-5.68
600104.SH,上汽集团,92,2019-04-19,25.39,False,173,0.5474,2024-09-13,11.490789549446166,True,True,,,,,False,2024-10-04,453,1.0389,,0.8835,True,False,False,0.0,True,0.9065,0.9959,0,4.57,3.0,['4A'],80.0,92.0,,,,2025-12-31,15.220008259305976,2026-03-26,14.35,-5.72
300883.SZ,龙利得,91,2022-01-07,8.78,False,135,0.5513,2024-09-13,3.9398023244674727,True,True,,,,,False,2024-11-29,397,1.1955,,4.9362,True,True,False,2.0,True,0.9921,1.171,0,-3.71,0.0,['4A'],135.0,91.0,,,,2025-12-31,6.749830312763567,2026-03-26,6.35,-5.92
603329.SH,上海雅仕,92,2019-04-12,19.24,False,171,0.5956,2024-08-23,7.779825061343889,True,True,2024-11-01,2025-03-21,21.0,13434119.0,True,2025-04-03,272,1.0916,,1.4273,True,True,False,0.0,True,0.9575,1.0431,1,-3.93,3.0,['4A'],102.0,92.0,,,,2025-12-31,10.999939636975016,2026-03-26,10.34,-6.0
300746.SZ,汉嘉数智,94,2019-03-15,22.63,False,148,0.7604,2024-02-09,5.4212580430461985,True,True,,,,,False,2024-09-13,474,1.2554,,2.4534,True,True,False,2.0,True,0.9181,1.1244,0,11.24,11.0,['4A'],31.0,94.0,,,,2025-12-31,12.67038358960614,2026-03-26,11.89,-6.16
300193.SZ,佳士科技,90,2022-01-14,11.83,True,103,0.5421,2024-02-02,5.416630657821552,True,True,2025-03-21,2025-08-22,23.0,49987892.0,True,2025-08-29,124,1.1833,,1.6154,True,True,True,1.0,True,0.9799,1.085,0,-4.48,0.0,['4A'],246.0,90.0,,,,2025-12-31,8.950093905304119,2026-03-26,8.39,-6.26
300915.SZ,海融科技,92,2022-01-14,41.49,False,104,0.5987,2024-02-09,16.65058507802429,True,True,,,,,False,2024-11-08,418,1.0022,,3.2823,True,True,False,2.0,True,0.94,1.0372,0,-3.77,3.0,['4A'],92.0,92.0,,,,2025-12-31,23.74996532818867,2026-03-26,22.26,-6.27
300021.SZ,大禹节水,92,2019-04-26,7.79,False,173,0.6086,2024-09-20,3.0486906248397263,True,True,,,,,False,2024-11-08,418,1.0023,,1.9037,True,True,False,1.0,True,0.9478,1.0656,0,4.54,3.0,['4A'],90.0,92.0,,,,2025-12-31,4.599995360528341,2026-03-26,4.31,-6.3
000898.SZ,鞍钢股份,91,2019-04-04,4.06,False,175,0.5468,2024-09-13,1.8400304182777043,True,True,,,,,False,2024-12-06,390,1.0217,,1.6255,True,True,False,1.0,True,0.9653,1.0324,0,-5.25,0.0,['4A'],136.0,91.0,,,,2025-12-31,2.530003914500183,2026-03-26,2.37,-6.32
300253.SZ,卫宁健康,94,2022-01-07,15.66,False,132,0.6677,2024-08-23,5.204498841587758,True,True,,,,,False,2024-11-08,418,1.0002,,1.6812,True,True,False,2.0,True,0.9878,1.1057,1,10.09,5.0,['4A'],43.0,94.0,,,,2025-12-31,8.819998434854199,2026-03-26,8.25,-6.46
600369.SH,西南证券,92,2019-04-12,5.64,False,94,0.3888,2024-02-02,3.447330230226822,True,True,2024-03-15,2024-07-26,20.0,138971210.5,True,2024-09-27,460,1.1028,,3.2612,True,True,True,0.0,True,0.9626,1.0679,0,3.3,2.0,['4A'],76.0,92.0,,,,2025-12-31,4.4799352929856395,2026-03-26,4.19,-6.47
002878.SZ,元隆雅图,97,2022-02-11,28.86,False,132,0.658,2024-09-20,9.869948199140937,True,True,,,,,False,2024-11-29,397,1.044,,3.9756,True,True,False,2.0,True,0.9731,1.1533,1,13.03,18.0,['4A'],9.0,97.0,,,,2025-12-31,18.21985232076301,2026-03-26,17.03,-6.53
600467.SH,好当家,90,2019-04-12,3.08,False,114,0.5441,2024-06-28,1.404307571534918,True,True,,,,,False,2024-11-01,425,1.0647,,3.4315,True,True,False,1.0,True,1.0184,1.1802,2,10.17,8.0,['4A'],218.0,90.0,,,,2025-12-31,2.600018304102975,2026-03-26,2.43,-6.54
002311.SZ,海大集团,94,2022-01-21,69.55,True,134,0.5055,2024-09-20,34.3948644429746,True,True,,,,,False,2024-12-13,383,1.0016,,1.2915,True,True,False,0.0,True,0.9372,1.1375,0,14.69,0.0,['4A'],47.0,94.0,,,,2025-12-31,55.38004833017031,2026-03-26,51.65,-6.74
601375.SH,中原证券,91,2019-04-04,6.32,False,165,0.4682,2024-07-05,3.3612378248156385,True,True,2025-01-17,2025-06-20,23.0,152400146.0,True,2025-06-27,187,1.0785,,2.701,True,True,True,0.0,True,0.9589,1.0707,0,2.58,1.0,['4A'],200.0,91.0,,,,2025-12-31,4.300462631805884,2026-03-26,4.01,-6.75
605123.SH,派克新材,82,,,False,82,0.6773,2024-08-23,,,,,,,,,2025-07-04,180,,,2.0839,True,,,,,1.3664,1.5806,4,29.82,,['4B'],,,32.0,82.0,4B_fresh_breakout,2025-12-31,103.90033403105392,2026-03-26,96.81,-6.82
002497.SZ,雅化集团,85,,,True,126,0.7694,2024-08-23,,,,,,,,,2025-07-25,159,,,8.5608,True,,,,,1.3268,1.9472,3,58.76,,['4B'],,,20.0,85.0,4B_fresh_breakout,2025-12-31,24.75001594517331,2026-03-26,23.05,-6.87
603128.SH,华贸物流,90,2022-01-14,12.07,True,134,0.602,2024-09-13,4.803478073473096,True,True,2024-11-08,2025-04-03,22.0,108751038.5,True,2025-04-18,257,1.0196,,4.6299,True,True,True,3.0,False,1.003,1.0013,0,-12.47,2.0,['4A'],224.0,90.0,,,,2025-12-31,6.1001389769232395,2026-03-26,5.68,-6.89
300270.SZ,中威电子,67,,,False,122,0.6802,2024-02-09,,,,,,,,,2025-08-29,124,,,1.4355,True,,,,,1.0565,1.4447,5,35.81,,['4B'],,,62.0,67.0,4B_fresh_breakout,2025-12-31,10.960001416700955,2026-03-26,10.16,-7.3
605020.SH,永和股份,91,2023-03-03,38.3989,False,78,0.6251,2024-09-13,14.394953157911342,True,True,2025-01-03,2025-05-30,22.0,33197647.0,True,2025-07-04,180,1.0133,,1.138,True,True,False,1.0,True,0.9772,1.168,0,13.27,0.0,['4A'],210.0,91.0,,,,2025-12-31,26.8899844424543,2026-03-26,24.91,-7.36
002430.SZ,杭氧股份,69,,,True,91,0.5986,2024-09-13,,,,,,,,,2025-09-19,103,,,1.0301,True,,,,,1.127,1.2524,1,22.11,,['4B'],,,59.0,69.0,4B_fresh_breakout,2025-12-31,29.870136599535353,2026-03-26,27.65,-7.43
300434.SZ,金石亚药,94,2022-12-16,21.32,True,89,0.6764,2024-09-20,6.8994813285161865,True,True,,,,,False,2025-05-30,215,1.0067,,3.3223,True,True,False,2.0,True,0.9601,1.0954,1,2.33,1.0,['4A'],61.0,94.0,,,,2025-12-31,10.279917096396336,2026-03-26,9.49,-7.68
600782.SH,新钢股份,92,2022-04-15,5.83,False,123,0.5534,2024-09-20,2.6036583551334376,True,True,,,,,False,2024-11-01,425,1.043,,2.9866,True,True,False,1.0,True,0.9587,1.0403,0,-0.01,2.0,['4A'],86.0,92.0,,,,2025-12-31,3.880026648040841,2026-03-26,3.58,-7.73
688148.SH,芳源股份,74,,,False,83,0.7887,2024-09-20,,,,,,,,,2025-09-26,96,,,1.1695,True,,,,,1.1152,1.4948,4,30.71,,['4B'],,,41.0,74.0,4B_fresh_breakout,2025-12-31,8.770349604987873,2026-03-26,8.09,-7.76
688697.SH,纽威数控,91,2023-02-24,19.7791,False,79,0.559,2024-09-13,8.722538788150764,True,True,2024-11-22,2025-04-03,20.0,14605105.0,True,2025-05-09,236,1.0156,,0.9828,True,False,False,1.0,True,0.9929,1.1961,0,12.98,1.0,['4A'],161.0,91.0,,,,2025-12-31,15.37997854494609,2026-03-26,14.16,-7.93
600315.SH,上海家化,91,2019-10-11,35.28,False,99,0.6053,2024-09-13,13.923511269102574,True,True,,,,,False,2025-04-25,250,1.038,,1.5091,True,True,False,0.0,True,0.8988,1.1,0,-1.08,1.0,['4A'],153.0,91.0,,,,2025-12-31,22.51995047030608,2026-03-26,20.66,-8.26
300702.SZ,天宇股份,92,2022-01-14,53.86,True,135,0.7417,2024-09-20,13.911877517457294,True,True,2024-11-08,2025-03-21,20.0,12250571.0,True,2025-04-25,250,1.0599,,1.7463,True,True,True,1.0,True,0.924,1.164,0,10.4,2.0,['4A'],106.0,92.0,,,,2025-12-31,23.599858952041515,2026-03-26,21.64,-8.3
600182.SH,S佳通,91,2019-04-19,18.98,False,94,0.4089,2024-02-09,11.2184950907976,True,True,2024-03-01,2024-08-02,23.0,6492812.0,True,2024-11-15,411,1.0326,,1.9652,True,True,True,0.0,True,0.9771,1.0568,0,6.58,0.0,['4A'],134.0,91.0,,,,2025-12-31,14.895834749809987,2026-03-26,13.65,-8.36
600495.SH,晋西车轴,92,2019-04-04,5.92,False,166,0.4842,2024-07-12,3.0537053786288455,True,True,,,,,False,2024-10-04,453,1.0082,,1.2018,True,True,False,0.0,True,0.9377,1.1638,0,24.08,3.0,['4A'],81.0,92.0,,,,2025-12-31,4.779981844232924,2026-03-26,4.38,-8.37
002324.SZ,普利特,62,,,True,85,0.6259,2024-09-20,,,,,,,,,2025-07-11,173,,,3.0403,True,,,,,1.1628,1.4767,1,37.84,,['4B'],,,82.0,62.0,4B_fresh_breakout,2025-12-31,15.989949430781802,2026-03-26,14.63,-8.51
002675.SZ,东诚药业,94,2023-02-03,19.0463,True,83,0.3899,2024-09-20,11.619244487928164,True,True,2024-09-27,2025-04-11,29.0,35932654.0,True,2025-04-18,257,1.0443,,3.5166,True,True,True,1.0,True,0.9081,0.9578,0,-9.11,1.0,['4A'],58.0,94.0,,,,2025-12-31,13.740033120603945,2026-03-26,12.57,-8.52
688203.SH,海正生材,94,2023-01-20,18.3619,False,80,0.5771,2024-08-23,7.765038878660044,True,True,2024-11-08,2025-04-03,22.0,6776449.5,True,2025-06-13,201,1.1454,,5.5124,True,True,True,1.0,True,0.9286,1.1639,1,-1.31,5.0,['4A'],66.0,94.0,,,,2025-12-31,12.779714340637389,2026-03-26,11.69,-8.53
002673.SZ,西部证券,91,2019-04-12,11.62,False,143,0.5204,2024-02-02,5.573125464570127,True,True,2025-01-24,2025-06-20,22.0,153120015.5,True,2025-06-27,187,1.1121,,1.4255,True,True,True,0.0,True,0.9421,1.0686,0,2.18,0.0,['4A'],190.0,91.0,,,,2025-12-31,7.8898206339242005,2026-03-26,7.19,-8.87
600503.SH,华丽家族,92,2019-04-19,5.31,False,170,0.6836,2024-08-23,1.6798793592042822,True,True,,,,,False,2024-12-06,390,1.3647,,1.6494,True,True,False,3.0,False,0.8582,1.0636,0,-22.99,9.0,['4A'],98.0,92.0,,,,2025-12-31,2.6800043467250365,2026-03-26,2.44,-8.96
002243.SZ,力合科创,59,,,False,168,0.7601,2024-06-14,,,,,,,,,2025-08-22,131,,,2.6985,True,,,,,1.0664,1.2925,1,12.69,,['4B'],,,89.0,59.0,4B_fresh_breakout,2025-12-31,9.950160499246754,2026-03-26,9.05,-9.05
603028.SH,赛福天,62,,,True,127,0.6149,2024-07-19,,,,,,,,,2025-08-22,131,,,0.6991,True,,,,,1.1474,1.2013,1,11.49,,['4B'],,,79.0,62.0,4B_fresh_breakout,2025-12-31,9.320215425223804,2026-03-26,8.47,-9.12
002158.SZ,汉钟精机,90,2022-11-04,28.2,True,95,0.4563,2024-09-20,15.33124969459958,True,True,2024-10-18,2025-02-28,20.0,28631731.0,True,2025-03-14,292,1.0207,,3.5439,True,True,True,2.0,True,1.0176,1.2816,1,21.01,9.0,['4A'],221.0,90.0,,,,2025-12-31,25.03001644224136,2026-03-26,22.74,-9.15
002446.SZ,盛路通信,59,,,False,164,0.5629,2024-07-19,,,,,,,,,2025-08-08,145,,,1.4533,True,,,,,1.1947,1.4449,1,35.0,,['4B'],,,90.0,59.0,4B_fresh_breakout,2025-12-31,10.489938474595084,2026-03-26,9.53,-9.15
601113.SH,华鼎股份,64,,,False,178,0.7228,2024-09-13,,,,,,,,,2025-09-19,103,,,4.2716,True,,,,,1.1081,1.2528,2,8.58,,['4B'],,,73.0,64.0,4B_fresh_breakout,2025-12-31,4.6801030507100085,2026-03-26,4.25,-9.19
300670.SZ,大烨智能,91,2019-04-04,11.73,False,145,0.6803,2024-02-09,3.7500655714020166,True,True,2025-01-03,2025-06-27,26.0,25526575.0,True,2025-07-04,180,1.1645,,6.2676,True,True,True,1.0,True,0.8707,1.0734,1,-7.78,1.0,['4A'],206.0,91.0,,,,2025-12-31,7.109978335424106,2026-03-26,6.45,-9.28
600201.SH,生物股份,62,,,False,95,0.7276,2024-09-13,,,,,,,,,2025-07-18,166,,,3.067,True,,,,,1.3378,1.7889,0,67.44,,['4B'],,,80.0,62.0,4B_fresh_breakout,2025-12-31,15.069978010160277,2026-03-26,13.66,-9.36
002824.SZ,和胜股份,91,2022-06-24,43.13,True,105,0.7299,2024-07-26,11.649106666882997,True,True,2025-01-03,2025-06-20,25.0,22240555.0,True,2025-06-27,187,1.0241,,2.3946,True,True,True,4.0,False,1.0167,1.1787,0,12.98,1.0,['4A'],191.0,91.0,,,,2025-12-31,19.399845852822878,2026-03-26,17.58,-9.38
688119.SH,中钢洛耐,74,,,False,77,0.6062,2024-09-06,,,,,,,,,2025-08-15,138,,,1.4839,True,,,,,1.219,1.3577,1,28.53,,['4B'],,,47.0,74.0,4B_fresh_breakout,2025-12-31,5.590474812661144,2026-03-26,5.06,-9.49
300858.SZ,科拓生物,92,2022-01-07,27.24,False,163,0.5429,2025-03-28,12.450564130703725,True,True,,,,,False,2025-07-04,180,1.1441,,1.646,True,True,False,3.0,False,0.9398,1.0324,0,-9.82,2.0,['4A'],115.0,92.0,,,,2025-12-31,16.770076696225537,2026-03-26,15.16,-9.6
000025.SZ,特  力Ａ,91,2022-06-17,30.0,True,102,0.5545,2024-06-28,13.36616577542095,True,True,2024-06-28,2024-11-08,20.0,16150793.0,True,2024-11-15,411,1.0417,,2.1741,True,True,True,2.0,True,0.9585,1.069,2,-0.42,6.0,['4A'],133.0,91.0,,,,2025-12-31,17.45990629875576,2026-03-26,15.78,-9.62
603587.SH,地素时尚,91,2019-04-12,18.05,False,174,0.452,2024-09-13,9.891589833808853,True,True,2024-11-15,2025-04-03,21.0,15613040.0,True,2025-06-13,201,1.0397,,5.0871,True,True,True,2.0,True,1.0337,1.1172,0,5.75,1.0,['4A'],182.0,91.0,,,,2025-12-31,13.359807645488369,2026-03-26,12.06,-9.73
002555.SZ,三七互娱,62,,,True,58,0.6261,2024-08-23,,,,,,,,,2025-07-04,180,,,2.1488,True,,,,,1.128,1.4444,1,30.12,,['4B'],,,85.0,62.0,4B_fresh_breakout,2025-12-31,23.599968003383385,2026-03-26,21.3,-9.75
600643.SH,爱建集团,95,2019-04-12,11.69,False,163,0.6792,2024-06-28,3.749860181545911,True,True,,,,,False,2024-09-27,460,1.1093,,5.5624,True,True,False,3.0,False,0.9818,1.0893,0,-1.95,7.0,['4A'],15.0,95.0,,,,2025-12-31,5.5299940907857,2026-03-26,4.99,-9.76
300587.SZ,天铁科技,94,2022-07-29,14.27,True,107,0.7487,2024-09-13,3.5857198676767674,True,True,2024-11-01,2025-03-28,22.0,91592359.5,True,2025-05-30,215,1.008,,1.5915,True,True,True,2.0,True,0.7864,1.116,0,3.09,4.0,['4A'],62.0,94.0,,,,2025-12-31,6.129957779788528,2026-03-26,5.53,-9.79
002852.SZ,道道全,91,2019-04-04,15.93,False,172,0.6327,2024-08-23,5.85174035432523,True,True,2024-12-27,2025-05-30,23.0,39258668.0,True,2025-06-06,208,1.0862,,1.1137,True,True,False,2.0,True,0.9596,1.1676,0,4.55,1.0,['4A'],174.0,91.0,,,,2025-12-31,10.550096876405169,2026-03-26,9.51,-9.86
000009.SZ,中国宝安,90,2022-08-19,16.24,True,105,0.5452,2024-09-20,7.386725474324937,True,True,2024-11-15,2025-04-03,21.0,85383149.0,True,2025-08-29,124,1.0081,,1.6779,True,True,True,0.0,True,0.9212,1.0199,0,0.51,1.0,['4A'],245.0,90.0,,,,2025-12-31,9.84996672075792,2026-03-26,8.87,-9.95
603223.SH,恒通股份,94,2022-09-09,19.55,True,92,0.6851,2024-07-12,6.155807511669794,True,True,,,,,False,2025-05-30,215,1.0151,,2.5689,True,True,False,1.0,True,0.9471,1.025,0,-9.25,0.0,['4A'],63.0,94.0,,,,2025-12-31,9.30002670020461,2026-03-26,8.37,-10.0
002900.SZ,哈三联,90,2022-01-07,19.19,False,105,0.5917,2024-02-09,7.835480842032797,True,True,2024-10-11,2025-03-21,24.0,15536333.5,True,2025-04-03,272,1.1875,,1.8007,True,True,True,4.0,False,0.9127,1.0826,2,-5.61,13.0,['4A'],222.0,90.0,,,,2025-12-31,12.459839171712517,2026-03-26,11.21,-10.03
300448.SZ,浩云科技,59,,,False,143,0.653,2024-02-09,,,,,,,,,2025-09-05,117,,,1.0997,True,,,,,1.0866,1.3144,0,23.89,,['4B'],,,87.0,59.0,4B_fresh_breakout,2025-12-31,7.82998665470684,2026-03-26,7.04,-10.09
600736.SH,苏州高新,74,,,False,173,0.5558,2024-09-06,,,,,,,,,2025-09-26,96,,,1.9838,True,,,,,1.1458,1.3113,2,15.95,,['4B'],,,40.0,74.0,4B_fresh_breakout,2025-12-31,6.7599965942697215,2026-03-26,6.07,-10.21
000816.SZ,智慧农业,77,,,True,99,0.6953,2024-06-28,,,,,,,,,2025-10-31,61,,,1.9868,True,,,,,1.0765,1.2907,1,13.93,,['4B'],,,33.0,77.0,4B_fresh_breakout,2025-12-31,3.6799659624215937,2026-03-26,3.3,-10.33
300347.SZ,泰格医药,90,2022-01-14,121.42,True,103,0.6882,2024-02-02,37.85803872648359,True,True,2024-11-15,2025-04-03,21.0,45757459.0,True,2025-07-11,173,1.008,,1.3943,True,True,True,0.0,True,0.9986,1.0314,1,-4.72,1.0,['4A'],227.0,90.0,,,,2025-12-31,56.70002247574984,2026-03-26,50.78,-10.44
688665.SH,四方光电,92,2023-02-10,74.1458,False,78,0.6937,2024-08-23,22.71213378623749,True,True,,,,,False,2025-05-16,229,1.059,,1.2763,True,True,False,2.0,True,0.8875,1.1955,0,6.3,2.0,['4A'],109.0,92.0,,,,2025-12-31,48.770118361759266,2026-03-26,43.63,-10.54
600252.SH,中恒集团,92,2019-04-04,3.25,False,126,0.4154,2024-09-13,1.9000029634203972,True,True,,,,,False,2024-11-01,425,1.1323,,3.6677,True,True,False,1.0,True,0.981,1.0957,1,-3.86,3.0,['4A'],84.0,92.0,,,,2025-12-31,2.739992241459824,2026-03-26,2.45,-10.58
600862.SH,中航高科,94,2022-01-07,30.88,True,104,0.4853,2024-02-02,15.892459945502564,True,True,2024-05-03,2024-09-20,21.0,48732236.0,True,2024-10-18,439,1.0147,,1.8531,True,True,True,1.0,True,1.0289,1.0698,0,5.83,1.0,['4A'],36.0,94.0,,,,2025-12-31,23.63005071669486,2026-03-26,21.12,-10.62
600109.SH,国金证券,91,2019-04-04,11.53,False,175,0.3948,2024-09-13,6.977755875868538,True,True,2024-11-15,2025-04-03,21.0,171190009.0,True,2025-06-27,187,1.0186,,1.7603,True,True,False,0.0,True,0.9531,1.0718,0,7.45,0.0,['4A'],197.0,91.0,,,,2025-12-31,9.300050377515078,2026-03-26,8.3,-10.75
